seq_id,description,length,pred_class,bit_score,evalue,query_len,target_len
tr|A0A8D2HKU9|A0A8D2HKU9_UROPR,tr|A0A8D2HKU9|A0A8D2HKU9_UROPR Carbonic anhydrase OS=Urocitellus parryii OX=9999 GN=CA4 PE=3 SV=1,310,8ca.beta.45,104.6,3.5e-33,310.0,381.0
tr|A0A8D2HXP4|A0A8D2HXP4_UROPR,tr|A0A8D2HXP4|A0A8D2HXP4_UROPR Carbonic anhydrase OS=Urocitellus parryii OX=9999 GN=CA2 PE=3 SV=1,302,8ca.beta.45,127.8,3.2e-40,302.0,381.0
tr|A0A8H6QXK1|A0A8H6QXK1_9EURO,tr|A0A8H6QXK1|A0A8H6QXK1_9EURO Carbonic anhydrase OS=Aspergillus felis OX=1287682 GN=CNMCM5623_008876 PE=3 SV=1,1631,8ca.alpha.45,11.3,7e-05,1631.0,349.0
tr|A0A8H6UBA7|A0A8H6UBA7_9EURO,tr|A0A8H6UBA7|A0A8H6UBA7_9EURO Alpha-aminoadipate reductase OS=Aspergillus hiratsukae OX=1194566 GN=CNMCM5793_006929 PE=3 SV=1,1631,8ca.alpha.45,12.9,2.3e-05,1631.0,349.0
tr|A0A8M1PBD2|A0A8M1PBD2_DANRE,tr|A0A8M1PBD2|A0A8M1PBD2_DANRE Carbonic anhydrase OS=Danio rerio OX=7955 GN=ca2 PE=1 SV=1,260,8ca.beta.45,165.0,1.6e-51,260.0,381.0
tr|A0A8V0XA98|A0A8V0XA98_CHICK,tr|A0A8V0XA98|A0A8V0XA98_CHICK Receptor-type tyrosine-protein phosphatase zeta OS=Gallus gallus OX=9031 GN=PTPRZ1 PE=3 SV=1,2343,8ca.beta.45,97.1,6.8999999999999995e-31,2343.0,381.0
tr|A0A8V1AKN8|A0A8V1AKN8_CHICK,tr|A0A8V1AKN8|A0A8V1AKN8_CHICK Carbonic anhydrase 4 OS=Gallus gallus OX=9031 GN=CA4 PE=1 SV=1,326,8ca.beta.45,99.0,1.7999999999999998e-31,326.0,381.0
tr|A0A8X7XM43|A0A8X7XM43_POLSE,tr|A0A8X7XM43|A0A8X7XM43_POLSE Glutathione hydrolase (Fragment) OS=Polypterus senegalus OX=55291 GN=Ggt5 PE=3 SV=1,860,8ca.beta.45,107.5,4.8e-34,860.0,381.0
tr|A0A9Q0EG67|A0A9Q0EG67_9TELE,tr|A0A9Q0EG67|A0A9Q0EG67_9TELE Carbonic anhydrase (Fragment) OS=Muraenolepis orangiensis OX=630683 GN=NHX12_026827 PE=3 SV=1,729,8ca.beta.45,70.2,1e-22,729.0,381.0
tr|A0AAW8EXM4|A0AAW8EXM4_9MICO,tr|A0AAW8EXM4|A0AAW8EXM4_9MICO Fumarate hydratase class II OS=Microbacterium natoriense OX=284570 GN=fumC PE=3 SV=1,706,8ca.alpha.45,19.5,2.3e-07,706.0,349.0
sp|A0ZSF2|MAF_PINFU,sp|A0ZSF2|MAF_PINFU Nacrein-like protein F OS=Pinctada fucata OX=50426 PE=1 SV=1,415,8ca.beta.45,86.8,9e-28,415.0,381.0
sp|A0ZSF3|MAM_PINMA,sp|A0ZSF3|MAM_PINMA Nacrein-like protein M OS=Pinctada maxima OX=104660 PE=1 SV=1,421,8ca.beta.45,85.5,2.3e-27,421.0,381.0
sp|A0ZSF4|MAP1_MIZYE,sp|A0ZSF4|MAP1_MIZYE Nacrein-like protein P1 (Fragment) OS=Mizuhopecten yessoensis OX=6573 PE=1 SV=1,331,8ca.beta.45,64.8,4.6e-21,331.0,381.0
sp|A0ZSF5|MAP2_MIZYE,sp|A0ZSF5|MAP2_MIZYE Nacrein-like protein P2 OS=Mizuhopecten yessoensis OX=6573 PE=1 SV=1,430,8ca.beta.45,86.7,1e-27,430.0,381.0
sp|A0ZSF7|MAC2_CRANI,sp|A0ZSF7|MAC2_CRANI Nacrein-like protein C2 (Fragment) OS=Crassostrea nippona OX=121615 PE=1 SV=1,415,8ca.beta.45,84.3,5.3e-27,415.0,381.0
tr|A6IJ26|A6IJ26_RAT,tr|A6IJ26|A6IJ26_RAT Carbonic anhydrase OS=Rattus norvegicus OX=10116 GN=Car9 PE=3 SV=1,437,8ca.beta.45,104.3,4.6000000000000004e-33,437.0,381.0
sp|B0BNN3|CAH1_RAT,sp|B0BNN3|CAH1_RAT Carbonic anhydrase 1 OS=Rattus norvegicus OX=10116 GN=Ca1 PE=1 SV=1,261,8ca.beta.45,149.8,6.799999999999998e-47,261.0,381.0
sp|D0KWS7|DABA2_HALNC,sp|D0KWS7|DABA2_HALNC Probable inorganic carbon transporter subunit DabA2 OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=dabA2 PE=1 SV=1,827,NO_HIT,,,,
sp|D0KWS8|DABB2_HALNC,sp|D0KWS8|DABB2_HALNC Probable inorganic carbon transporter subunit DabB2 OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=dabB2 PE=1 SV=1,551,NO_HIT,,,,
tr|F1MGK5|F1MGK5_BOVIN,tr|F1MGK5|F1MGK5_BOVIN Receptor-type tyrosine-protein phosphatase zeta OS=Bos taurus OX=9913 GN=PTPRZ1 PE=3 SV=3,2323,8ca.beta.45,90.5,7.1e-29,2323.0,381.0
tr|F1S1C3|F1S1C3_PIG,tr|F1S1C3|F1S1C3_PIG Carbonic anhydrase 4 OS=Sus scrofa OX=9823 GN=CA4 PE=1 SV=1,311,8ca.beta.45,120.9,4.1e-38,311.0,381.0
sp|F4IHR4|ATCA2_ARATH,sp|F4IHR4|ATCA2_ARATH Alpha carbonic anhydrase 2 OS=Arabidopsis thaliana OX=3702 GN=ACA2 PE=2 SV=2,245,8ca.beta.45,153.5,5.1e-48,245.0,381.0
tr|F6PNY6|F6PNY6_MACMU,tr|F6PNY6|F6PNY6_MACMU Carbonic anhydrase OS=Macaca mulatta OX=9544 GN=CA4 PE=3 SV=3,471,8ca.beta.45,94.2,5.3e-30,471.0,381.0
tr|F6ZRD8|F6ZRD8_HORSE,tr|F6ZRD8|F6ZRD8_HORSE Receptor-type tyrosine-protein phosphatase zeta OS=Equus caballus OX=9796 GN=PTPRZ1 PE=3 SV=2,2327,8ca.beta.45,90.4,7.5e-29,2327.0,381.0
tr|F7DJJ9|F7DJJ9_MACMU,tr|F7DJJ9|F7DJJ9_MACMU Receptor-type tyrosine-protein phosphatase zeta OS=Macaca mulatta OX=9544 GN=PTPRZ1 PE=3 SV=3,2319,8ca.beta.45,92.2,2.1e-29,2319.0,381.0
tr|G1RMS6|G1RMS6_NOMLE,tr|G1RMS6|G1RMS6_NOMLE Receptor-type tyrosine-protein phosphatase zeta OS=Nomascus leucogenys OX=61853 GN=PTPRZ1 PE=3 SV=1,2315,8ca.beta.45,91.8,2.8e-29,2315.0,381.0
tr|G3R792|G3R792_GORGO,tr|G3R792|G3R792_GORGO Carbonic anhydrase OS=Gorilla gorilla gorilla OX=9595 GN=CA4 PE=3 SV=1,312,8ca.beta.45,102.0,2.2e-32,312.0,381.0
tr|G3SHA3|G3SHA3_GORGO,tr|G3SHA3|G3SHA3_GORGO Receptor-type tyrosine-protein phosphatase zeta OS=Gorilla gorilla gorilla OX=9595 PE=1 SV=2,2316,8ca.beta.45,91.9,2.6e-29,2316.0,381.0
tr|H0WAL8|H0WAL8_CAVPO,tr|H0WAL8|H0WAL8_CAVPO Carbonic anhydrase OS=Cavia porcellus OX=10141 GN=CA4 PE=3 SV=1,306,8ca.beta.45,110.8,4.7e-35,306.0,381.0
tr|H0WMS5|H0WMS5_OTOGA,tr|H0WMS5|H0WMS5_OTOGA Carbonic anhydrase OS=Otolemur garnettii OX=30611 GN=CA4 PE=3 SV=1,314,8ca.beta.45,110.5,6e-35,314.0,381.0
sp|H1AAP2|COSH_THITI,sp|H1AAP2|COSH_THITI Carbonyl sulfide hydrolase OS=Thiobacillus thioparus OX=931 GN=cos PE=1 SV=1,219,8ca.alpha.45,58.6,2.8e-19,219.0,349.0
tr|H2R2R2|H2R2R2_PANTR,tr|H2R2R2|H2R2R2_PANTR Carbonic anhydrase OS=Pan troglodytes OX=9598 GN=CA4 PE=3 SV=1,312,8ca.beta.45,103.5,8e-33,312.0,381.0
tr|H2R4Z7|H2R4Z7_PANTR,tr|H2R4Z7|H2R4Z7_PANTR Receptor-type tyrosine-protein phosphatase zeta OS=Pan troglodytes OX=9598 GN=PTPRZ1 PE=1 SV=1,2315,8ca.beta.45,91.9,2.6e-29,2315.0,381.0
tr|H9GLZ6|H9GLZ6_ANOCA,tr|H9GLZ6|H9GLZ6_ANOCA Carbonic anhydrase OS=Anolis carolinensis OX=28377 GN=CA4 PE=3 SV=2,325,8ca.beta.45,114.5,3.5e-36,325.0,381.0
tr|I3MFH1|I3MFH1_ICTTR,tr|I3MFH1|I3MFH1_ICTTR Carbonic anhydrase OS=Ictidomys tridecemlineatus OX=43179 GN=CA4 PE=3 SV=2,310,8ca.beta.45,101.5,3.2e-32,310.0,381.0
tr|I3MKV4|I3MKV4_ICTTR,tr|I3MKV4|I3MKV4_ICTTR Carbonic anhydrase OS=Ictidomys tridecemlineatus OX=43179 GN=CA2 PE=3 SV=1,260,8ca.beta.45,150.8,3.3e-47,260.0,381.0
tr|J4I8F5|J4I8F5_9APHY,tr|J4I8F5|J4I8F5_9APHY Fatty acid synthase subunit alpha OS=Fibroporia radiculosa OX=599839 GN=FIBRA_01337 PE=3 SV=1,4586,8ca.alpha.45,88.8,1.9000000000000003e-28,4586.0,349.0
tr|K7FTJ3|K7FTJ3_PELSI,tr|K7FTJ3|K7FTJ3_PELSI Carbonic anhydrase OS=Pelodiscus sinensis OX=13735 GN=CA4 PE=3 SV=1,317,8ca.beta.45,124.6,3e-39,317.0,381.0
tr|M3Y668|M3Y668_MUSPF,tr|M3Y668|M3Y668_MUSPF Receptor-type tyrosine-protein phosphatase zeta OS=Mustela putorius furo OX=9669 GN=PTPRZ1 PE=3 SV=1,2325,8ca.beta.45,90.3,8.000000000000001e-29,2325.0,381.0
sp|O75493|CAH11_HUMAN,sp|O75493|CAH11_HUMAN Carbonic anhydrase-related protein 11 OS=Homo sapiens OX=9606 GN=CA11 PE=1 SV=2,328,8ca.beta.45,55.7,2.6e-18,328.0,381.0
sp|O85043|CSS4A_HALNC,sp|O85043|CSS4A_HALNC Carboxysome shell vertex protein CsoS4A OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=csoS4A PE=1 SV=1,83,NO_HIT,,,,
sp|O85044|CSS4B_HALNC,sp|O85044|CSS4B_HALNC Carboxysome shell vertex protein CsoS4B OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=csoS4B PE=1 SV=1,81,NO_HIT,,,,
sp|P00916|CAH1_MACMU,sp|P00916|CAH1_MACMU Carbonic anhydrase 1 OS=Macaca mulatta OX=9544 GN=CA1 PE=1 SV=2,261,8ca.beta.45,158.1,2.0000000000000003e-49,261.0,381.0
sp|P04195|CAHH_VACCW,sp|P04195|CAHH_VACCW Cell surface-binding protein OPG105 OS=Vaccinia virus (strain Western Reserve) OX=10254 GN=OPG105 PE=2 SV=1,304,8ca.beta.45,39.3,2.4e-13,304.0,381.0
sp|P07450|CAH3_HORSE,sp|P07450|CAH3_HORSE Carbonic anhydrase 3 OS=Equus caballus OX=9796 GN=CA3 PE=1 SV=2,260,8ca.beta.45,131.1,3.2999999999999997e-41,260.0,381.0
sp|P08060|CAH6_SHEEP,sp|P08060|CAH6_SHEEP Carbonic anhydrase 6 OS=Ovis aries OX=9940 GN=CA6 PE=1 SV=1,307,8ca.beta.45,113.8,5.8e-36,307.0,381.0
sp|P0ABE9|CYNT_ECOLI,sp|P0ABE9|CYNT_ECOLI Carbonic anhydrase 1 OS=Escherichia coli (strain K12) OX=83333 GN=cynT PE=1 SV=1,219,8ca.alpha.45,21.8,4.5e-08,219.0,349.0
sp|P0DO50|NEC1_NESMA,sp|P0DO50|NEC1_NESMA Carbonic anhydrase Nec1 OS=Nesocodon mauritianus OX=519296 GN=NEC1 PE=1 SV=1,276,8ca.beta.45,163.7,3.9e-51,276.0,381.0
sp|P13634|CAH1_MOUSE,sp|P13634|CAH1_MOUSE Carbonic anhydrase 1 OS=Mus musculus OX=10090 GN=Ca1 PE=1 SV=4,261,8ca.beta.45,146.6,6.1999999999999994e-46,261.0,381.0
sp|P18915|CAH6_BOVIN,sp|P18915|CAH6_BOVIN Carbonic anhydrase 6 OS=Bos taurus OX=9913 GN=CA6 PE=1 SV=2,319,8ca.beta.45,105.6,1.8e-33,319.0,381.0
sp|P24258|CAH2_CHLRE,sp|P24258|CAH2_CHLRE Carbonic anhydrase 2 OS=Chlamydomonas reinhardtii OX=3055 GN=CAH2 PE=1 SV=1,380,8ca.beta.45,132.7,1.1e-41,380.0,381.0
sp|P35217|CAH1_MACNE,sp|P35217|CAH1_MACNE Carbonic anhydrase 1 OS=Macaca nemestrina OX=9545 GN=CA1 PE=2 SV=2,261,8ca.beta.45,158.1,2.0000000000000003e-49,261.0,381.0
sp|P43165|CAH5A_RAT,"sp|P43165|CAH5A_RAT Carbonic anhydrase 5A, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ca5a PE=1 SV=1",304,8ca.beta.45,117.0,6.3e-37,304.0,381.0
sp|P45548|PHP_ECOLI,sp|P45548|PHP_ECOLI Phosphotriesterase homology protein OS=Escherichia coli (strain K12) OX=83333 GN=php PE=1 SV=1,292,NO_HIT,,,,
sp|P45686|RBS_HALNC,sp|P45686|RBS_HALNC Ribulose bisphosphate carboxylase small subunit OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=cbbS PE=1 SV=1,110,NO_HIT,,,,
sp|P45688|CSOSC_HALNC,sp|P45688|CSOSC_HALNC Carboxysome shell protein CsoS1C OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=csoS1C PE=1 SV=1,98,NO_HIT,,,,
sp|P45690|CSOSB_HALNC,sp|P45690|CSOSB_HALNC Carboxysome shell protein CsoS1B OS=Halothiobacillus neapolitanus (strain ATCC 23641 / c2) OX=555778 GN=csoS1B PE=1 SV=3,110,NO_HIT,,,,
sp|P48282|CAH1_SHEEP,sp|P48282|CAH1_SHEEP Carbonic anhydrase 1 OS=Ovis aries OX=9940 GN=CA1 PE=2 SV=2,261,8ca.beta.45,157.6,2.8e-49,261.0,381.0
sp|P48283|CAH4_RABIT,sp|P48283|CAH4_RABIT Carbonic anhydrase 4 OS=Oryctolagus cuniculus OX=9986 GN=CA4 PE=1 SV=1,308,8ca.beta.45,90.5,6.7e-29,308.0,381.0
sp|P54205|RBL_SYNY3,sp|P54205|RBL_SYNY3 Ribulose bisphosphate carboxylase large chain OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=cbbL PE=1 SV=1,470,NO_HIT,,,,
sp|P61517|CAN_ECOLI,sp|P61517|CAN_ECOLI Carbonic anhydrase 2 OS=Escherichia coli (strain K12) OX=83333 GN=can PE=1 SV=1,220,8ca.alpha.45,16.6,1.7e-06,220.0,349.0
sp|P83299|CAH1_CHIHA,sp|P83299|CAH1_CHIHA Carbonic anhydrase 1 OS=Chionodraco hamatus OX=36188 GN=ca1 PE=1 SV=1,259,8ca.beta.45,149.1,1.1e-46,259.0,381.0
sp|Q1LZA1|CAH1_BOVIN,sp|Q1LZA1|CAH1_BOVIN Carbonic anhydrase 1 OS=Bos taurus OX=9913 GN=CA1 PE=2 SV=3,261,8ca.beta.45,168.9,1.1e-52,261.0,381.0
sp|Q29545|ICA_PIG,sp|Q29545|ICA_PIG Inhibitor of carbonic anhydrase OS=Sus scrofa OX=9823 GN=INHCA PE=1 SV=1,704,NO_HIT,,,,
sp|Q31HD6|CSOCA_HYDCU,sp|Q31HD6|CSOCA_HYDCU Carboxysome shell carbonic anhydrase OS=Hydrogenovibrio crunogenus (strain DSM 25203 / XCL-2) OX=317025 GN=csoS3 PE=1 SV=1,528,NO_HIT,,,,
sp|Q31NB2|RBS_SYNE7,sp|Q31NB2|RBS_SYNE7 Ribulose bisphosphate carboxylase small subunit OS=Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) OX=1140 GN=cbbS PE=1 SV=1,111,NO_HIT,,,,
sp|Q50940|CAH_NEIGO,sp|Q50940|CAH_NEIGO Carbonic anhydrase OS=Neisseria gonorrhoeae OX=485 GN=cah PE=1 SV=2,252,8ca.beta.45,298.3,5.2e-92,252.0,381.0
sp|Q55074|PANCY_SYNY3,sp|Q55074|PANCY_SYNY3 Bifunctional pantoate ligase/cytidylate kinase OS=Synechocystis sp. (strain ATCC 27184 / PCC 6803 / Kazusa) OX=1111708 GN=panC/cmk PE=3 SV=2,513,NO_HIT,,,,
sp|Q5KW03|CAG_GEOKA,sp|Q5KW03|CAG_GEOKA Carbonic anhydrase OS=Geobacillus kaustophilus (strain HTA426) OX=235909 GN=GK2848 PE=1 SV=1,182,8ca.gamma.45,204.8,3.1e-64,182.0,185.0
sp|Q5S1S4|CAH3_PIG,sp|Q5S1S4|CAH3_PIG Carbonic anhydrase 3 OS=Sus scrofa OX=9823 GN=CA3 PE=2 SV=3,260,8ca.beta.45,135.2,1.8e-42,260.0,381.0
tr|Q6PFU7|Q6PFU7_DANRE,tr|Q6PFU7|Q6PFU7_DANRE Carbonic anhydrase OS=Danio rerio OX=7955 GN=ca2 PE=2 SV=1,260,8ca.beta.45,163.9,3.5e-51,260.0,381.0
tr|Q6R4A1|Q6R4A1_ONCMY,tr|Q6R4A1|Q6R4A1_ONCMY Carbonic anhydrase OS=Oncorhynchus mykiss OX=8022 GN=CA4 PE=2 SV=1,297,8ca.beta.45,100.3,7.4e-32,297.0,381.0
sp|Q7M316|CAH1_GORGO,sp|Q7M316|CAH1_GORGO Carbonic anhydrase 1 OS=Gorilla gorilla gorilla OX=9595 GN=CA1 PE=3 SV=3,261,8ca.beta.45,154.4,2.6e-48,261.0,381.0
sp|Q7M317|CAH1_PANTR,sp|Q7M317|CAH1_PANTR Carbonic anhydrase 1 OS=Pan troglodytes OX=9598 GN=CA1 PE=3 SV=3,261,8ca.beta.45,153.1,6.8e-48,261.0,381.0
tr|Q7SY46|Q7SY46_DANRE,tr|Q7SY46|Q7SY46_DANRE H(+)-transporting two-sector ATPase OS=Danio rerio OX=7955 GN=atp6v1aa PE=1 SV=1,617,NO_HIT,,,,
sp|Q7TTT8|CSOCA_PARMW,sp|Q7TTT8|CSOCA_PARMW Carboxysome shell carbonic anhydrase OS=Parasynechococcus marenigrum (strain WH8102) OX=84588 GN=csoS3 PE=1 SV=1,579,NO_HIT,,,,
sp|Q8CI85|CAH12_MOUSE,sp|Q8CI85|CAH12_MOUSE Carbonic anhydrase 12 OS=Mus musculus OX=10090 GN=Ca12 PE=1 SV=1,354,8ca.beta.45,123.5,6.6e-39,354.0,381.0
sp|Q8HY33|CAH1_MONDO,sp|Q8HY33|CAH1_MONDO Carbonic anhydrase 1 OS=Monodelphis domestica OX=13616 GN=CA1 PE=2 SV=1,262,8ca.beta.45,159.2,9.4e-50,262.0,381.0
sp|Q8HY34|HBA_MONDO,sp|Q8HY34|HBA_MONDO Hemoglobin subunit alpha OS=Monodelphis domestica OX=13616 GN=HBA PE=2 SV=3,142,NO_HIT,,,,
sp|Q8YT18|MICAH_NOSS1,sp|Q8YT18|MICAH_NOSS1 Metal-independent carbonic anhydrase OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) OX=103690 GN=all2909 PE=1 SV=1,205,8ca.iota.45,289.7,2.5000000000000002e-89,205.0,352.0
sp|Q92051|CAHZ_DANRE,sp|Q92051|CAHZ_DANRE Carbonic anhydrase OS=Danio rerio OX=7955 GN=cahz PE=1 SV=2,260,8ca.beta.45,159.2,9.6e-50,260.0,381.0
sp|Q94AU7|GCA3_ARATH,"sp|Q94AU7|GCA3_ARATH Gamma carbonic anhydrase 3, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GAMMACA3 PE=1 SV=1",258,8ca.gamma.45,188.0,4.4000000000000015e-59,258.0,185.0
sp|Q95323|CAH4_BOVIN,sp|Q95323|CAH4_BOVIN Carbonic anhydrase 4 OS=Bos taurus OX=9913 GN=CA4 PE=2 SV=1,312,8ca.beta.45,114.7,3.1e-36,312.0,381.0
sp|Q98936|PTPRG_CHICK,sp|Q98936|PTPRG_CHICK Receptor-type tyrosine-protein phosphatase gamma OS=Gallus gallus OX=9031 GN=PTPRG PE=2 SV=1,1422,8ca.beta.45,104.0,5.4e-33,1422.0,381.0
sp|Q99N23|CAH15_MOUSE,sp|Q99N23|CAH15_MOUSE Carbonic anhydrase 15 OS=Mus musculus OX=10090 GN=Ca15 PE=1 SV=1,324,8ca.beta.45,90.6,6.399999999999998e-29,324.0,381.0
sp|Q9C6F5|BCA6_ARATH,"sp|Q9C6F5|BCA6_ARATH Beta carbonic anhydrase 6, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=BCA6 PE=2 SV=1",290,8ca.alpha.45,22.4,3e-08,290.0,349.0
sp|Q9ERQ8|CAH7_MOUSE,sp|Q9ERQ8|CAH7_MOUSE Carbonic anhydrase 7 OS=Mus musculus OX=10090 GN=Ca7 PE=1 SV=2,264,8ca.beta.45,147.1,4.6e-46,264.0,381.0
sp|Q9FM99|ATCA8_ARATH,sp|Q9FM99|ATCA8_ARATH Alpha carbonic anhydrase 8 OS=Arabidopsis thaliana OX=3702 GN=ACA8 PE=3 SV=3,389,8ca.beta.45,179.3,7.299999999999999e-56,389.0,381.0
sp|Q9FWR5|GCA1_ARATH,"sp|Q9FWR5|GCA1_ARATH Gamma carbonic anhydrase 1, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=GAMMACA1 PE=1 SV=1",275,8ca.gamma.45,212.8,1.1e-66,275.0,185.0
sp|Q9FYE3|ATCA3_ARATH,sp|Q9FYE3|ATCA3_ARATH Alpha carbonic anhydrase 3 OS=Arabidopsis thaliana OX=3702 GN=ACA3 PE=2 SV=1,277,8ca.beta.45,150.1,5.4e-47,277.0,381.0
sp|Q9MZ30|CAH12_RABIT,sp|Q9MZ30|CAH12_RABIT Carbonic anhydrase 12 OS=Oryctolagus cuniculus OX=9986 GN=CA12 PE=2 SV=2,355,8ca.beta.45,113.2,8.999999999999999e-36,355.0,381.0
sp|Q9NL38|MA66_PINMA,sp|Q9NL38|MA66_PINMA N66 matrix protein OS=Pinctada maxima OX=104660 PE=1 SV=1,568,8ca.beta.45,74.0,7.199999999999999e-24,568.0,381.0
sp|Q9QZA0|CAH5B_MOUSE,"sp|Q9QZA0|CAH5B_MOUSE Carbonic anhydrase 5B, mitochondrial OS=Mus musculus OX=10090 GN=Ca5b PE=1 SV=2",317,8ca.beta.45,124.1,4.4e-39,317.0,381.0
sp|S5FT07|CS2H1_ACITH,sp|S5FT07|CS2H1_ACITH Carbon disulfide hydrolase OS=Acidithiobacillus thiooxidans OX=930 GN=csh PE=1 SV=1,217,8ca.alpha.45,75.7,1.7999999999999997e-24,217.0,349.0
tr|A0A022WC76|A0A022WC76_TRIRU,tr|A0A022WC76|A0A022WC76_TRIRU Carbonic anhydrase OS=Trichophyton rubrum CBS 288.86 OX=1215330 GN=H103_01593 PE=3 SV=1,292,8ca.alpha.45,25.4,3.7e-09,292.0,349.0
tr|A0A022Y429|A0A022Y429_TRISD,tr|A0A022Y429|A0A022Y429_TRISD Carbonic anhydrase OS=Trichophyton soudanense CBS 452.61 OX=1215331 GN=H105_01596 PE=3 SV=1,292,8ca.alpha.45,25.4,3.7e-09,292.0,349.0
tr|A0A045J8T7|A0A045J8T7_MYCTX,tr|A0A045J8T7|A0A045J8T7_MYCTX Carbonic anhydrase OS=Mycobacterium tuberculosis OX=1773 GN=cynT PE=3 SV=1,207,8ca.alpha.45,26.5,1.7e-09,207.0,349.0
tr|A0A060W356|A0A060W356_ONCMY,tr|A0A060W356|A0A060W356_ONCMY Carbonic anhydrase OS=Oncorhynchus mykiss OX=8022 GN=ca4b PE=3 SV=1,304,8ca.beta.45,104.9,2.9e-33,304.0,381.0
tr|A0A060X6S9|A0A060X6S9_ONCMY,tr|A0A060X6S9|A0A060X6S9_ONCMY Carbonic anhydrase OS=Oncorhynchus mykiss OX=8022 GN=ca4a PE=3 SV=1,307,8ca.beta.45,120.4,5.6e-38,307.0,381.0
tr|A0A062WTM2|A0A062WTM2_9ACTN,tr|A0A062WTM2|A0A062WTM2_9ACTN carbonic anhydrase OS=Frankia sp. BMG5.23 OX=683305 GN=BMG523Draft_03319 PE=3 SV=1,872,NO_HIT,,,,
tr|A0A067N124|A0A067N124_BOTB1,tr|A0A067N124|A0A067N124_BOTB1 Carbonic anhydrase OS=Botryobasidium botryosum (strain FD-172 SS1) OX=930990 GN=BOTBODRAFT_40399 PE=3 SV=1,320,8ca.alpha.45,26.9,1.2e-09,320.0,349.0
tr|A0A072PCS1|A0A072PCS1_9EURO,tr|A0A072PCS1|A0A072PCS1_9EURO Carbonic anhydrase OS=Exophiala aquamarina CBS 119918 OX=1182545 GN=A1O9_05564 PE=3 SV=1,264,8ca.alpha.45,26.8,1.3e-09,264.0,349.0
tr|A0A076N5F4|A0A076N5F4_AMYME,tr|A0A076N5F4|A0A076N5F4_AMYME carbonic anhydrase OS=Amycolatopsis methanolica 239 OX=1068978 GN=ychM PE=3 SV=1,767,8ca.alpha.45,15.3,4.4e-06,767.0,349.0
tr|A0A078GF05|A0A078GF05_BRANA,tr|A0A078GF05|A0A078GF05_BRANA Carbonic anhydrase OS=Brassica napus OX=3708 GN=BnaC03g17150D PE=3 SV=1,272,8ca.beta.45,171.7,1.4e-53,272.0,381.0
tr|A0A078HBW5|A0A078HBW5_BRANA,tr|A0A078HBW5|A0A078HBW5_BRANA DNA gyrase subunit B OS=Brassica napus OX=3708 GN=BnaA01g07750D PE=3 SV=1,997,8ca.beta.45,140.0,6.300000000000001e-44,997.0,381.0
tr|A0A078JC34|A0A078JC34_BRANA,tr|A0A078JC34|A0A078JC34_BRANA DNA gyrase subunit B OS=Brassica napus OX=3708 GN=BnaAnng17740D PE=3 SV=1,997,8ca.beta.45,142.4,1.2e-44,997.0,381.0
tr|A0A087Y8B6|A0A087Y8B6_POEFO,tr|A0A087Y8B6|A0A087Y8B6_POEFO Carbonic anhydrase 6 OS=Poecilia formosa OX=48698 PE=3 SV=1,539,8ca.beta.45,113.8,6e-36,539.0,381.0
tr|A0A091DTV4|A0A091DTV4_FUKDA,tr|A0A091DTV4|A0A091DTV4_FUKDA Carbonic anhydrase OS=Fukomys damarensis OX=885580 GN=H920_03017 PE=3 SV=1,565,8ca.beta.45,266.5,2.4e-82,565.0,381.0
tr|A0A094CRN1|A0A094CRN1_9PEZI,tr|A0A094CRN1|A0A094CRN1_9PEZI Carbonic anhydrase OS=Pseudogymnoascus sp. VKM F-4515 OX=1420909 GN=V496_09662 PE=3 SV=1,269,8ca.alpha.45,22.2,3.4e-08,269.0,349.0
tr|A0A096MQ68|A0A096MQ68_PAPAN,tr|A0A096MQ68|A0A096MQ68_PAPAN Receptor-type tyrosine-protein phosphatase zeta OS=Papio anubis OX=9555 GN=PTPRZ1 PE=3 SV=3,2319,8ca.beta.45,92.2,2.1e-29,2319.0,381.0
tr|A0A096MZB4|A0A096MZB4_PAPAN,tr|A0A096MZB4|A0A096MZB4_PAPAN Carbonic anhydrase OS=Papio anubis OX=9555 GN=CA1 PE=3 SV=3,326,8ca.beta.45,161.0,2.7e-50,326.0,381.0
tr|A0A096NDF1|A0A096NDF1_PAPAN,tr|A0A096NDF1|A0A096NDF1_PAPAN Carbonic anhydrase OS=Papio anubis OX=9555 GN=CA2 PE=3 SV=2,316,8ca.beta.45,153.4,5.4e-48,316.0,381.0
